0	572	39
1	591	39
2	654	39
3	651	39
4	568	38
5	488	39
6	592	39
7	637	39
8	541	39
9	559	39
10	557	39
11	676	39
12	609	39
13	542	39
14	524	39
15	529	39
16	502	39
17	624	39
18	581	39
19	580	39
20	547	39
21	590	39
22	609	39
23	536	39
24	624	39
25	649	39
26	593	39
27	533	39
28	641	39
29	606	39
30	692	54
31	571	53
32	581	53
33	645	52
34	638	52
35	622	53
36	619	54
37	583	54
38	717	39
39	683	39
40	353	22
41	343	18
42	474	22
43	387	22
44	342	20
45	509	14
46	543	14
47	553	14
48	714	14
49	612	14
50	1525	27
51	1491	27
52	1496	27
53	1448	27
54	1547	27
55	1523	27
56	1483	27
57	1511	27
58	1525	27
59	1521	27
